id,content
5460,"SZANY Sopron dist., Hungary. Jews arrived in the late 18th cent. On 5 July 1944, the village's Jews, about 50, were deported to Auschwitz via Sopron."
5461,"SZARKOWSZCZYZNA Vilna dist., Poland, today Belarus. A community of 472 existed in 1847. J. tradesmen relied on the weekly market day for their incomes and many Jews were employed in warehouses, cleaning and packing flax, which was then taken to the d"
5462,"SZARVAS Bekes dist., Hungary. Jews settled in 1842, splitting into Neologist and Orthodox congregations in 1870. A J. school was established in 1852. The J. pop. was 820 in 1880 (4% of the total), dropping in 1941 to 636. In 1941, young Jews were sei"
5463,"SZATMARCSEKE Szatmar dist., Hungary. Jews arrived in the early 18th cent., contributing to the town's economic life as merchants, artisans, and factory owners. A synagogue was consecrated in 1884. The community suffered in the White Terror attacks (1"
5464,"SZATMAROKORITO Szatmar dist., Hungary. Jews settled in the late 18th cent. and numbered 170 in 1900 and 126 in 1930. In late April 1944, they were expelled to Mateszalka and from there deported to Auschwitz on 15-16 May."
5465,"SZCZAKOWA Cracow dist., Poland. Jews first arrived in the late 18th cent., reaching a peak pop. of 469 (total 3,362) in 1910. In 1918 and 1919, J. property was looted by rampaging peasants and factory and mine workers. Between the World Wars the Zion"
5466,"SZCZAWNICA-WYZNA Cracow dist., Poland. The J. settlement began to grow from the 1880s with the development of S. as a health resort attracting a J. clientele and numbered 199 (total 1,671) in 1921. The existence of a local Gestapo station under the G"
5467,"SZCZEBRZESZYN (Yid. Shrebshin) Lublin dist., Poland. Jews are first mentioned in the early 16th cent., forming an independent community at the end of the cent. and consecrating a cemetery and a beautiful synagogue in the Renaissance style. Most were "
5468,"SZCZEKOCINY Kielce dist., Poland. Jews are first mentioned in the late 15th cent. but the hostility of the local pop. kept the community from growing until the 18th cent. The wealthier Jews lent money to the estate owners and bought up their produce "
5469,"SZCZERCOW Lodz dist., Poland. Jews lived there from 1790 and in 1897 numbered 962 (35% of the total). In Sept. 1939 the town was destroyed and the Jews fled to Zelow and Belkhatow, where they shared the fate of the local Jews."
5470,"SZCZERZEC Lwow dist., Poland, today Ukraine. Jews are recorded from 1629, reaching a pop. of 1.385 (80% of the total) in 1880 with a majority on the municipal council as well as J. mayors from 1878. The J. pop. fell to 712 after WWI with the Joint Di"
5471,"SZCZODROHOSZCZE (Yid. Sedrovich) Volhynia dist.. Poland, today Ukraine. The J. pop. was approximately 100 in the 1930s. In the Holocaust, the Jews were brought to the Ratno ghetto for liquidation."
5472,"SZCZUCIN Cracow dist., Poland. Jews settled in the late 18th cent. and engaged in the Russian-Austnian transit trade in the 19th cent. The Jews numbered 566 (half the total pop.) in 1880, their growth retarded by fires in 1888 and 1912 and the devast"
5473,"SZCZUCZYN (I) Bialystok dist., Poland. A few J. families were present in the 18th cent. as leaseholders and distillers. By 1857 the J. pop. reached 2,268 and 3,336 by 1897 (total 5,043), with most now engaged in petty trade. From the late 19th cent. "
5474,"SZCZUCZYN (IT) Nowogrodek dist., Poland, today Belarus. The Jews of S. and environs numbered 401 in 1766. They constituted an organized community with an ancient synagogue and two stone battei midrash. In 1897 their pop. was 1,356 (total 1,742). R. Y"
5475,"SZCZUROWA Cracow dist., Poland. The J. pop. in 1921 was 132 (total 1,971). The Jews were deported to the Belzec death camp via Brzesko in Sept. 1942."
5476,"SZCZUROWICE — Tarnopol dist., Poland, today Ukraine. Jews are first mentioned in 1570, living without restrictions. In the 19th cent. they worked as innkeepers and distillers as well as leasing parcels of the surrounding forests. Most were Hasidim (B"
5477,"SZECSENY Nograd dist., Hungary. Jews settled in the early 18th cent. The Orthodox congregation exercised jurisdiction over numerous smaller communities in the late 19th cent. The J. pop. fell from 564 in 1840 to 280 in 1941. At the outset of WWII, J."
5478,"SZEDRES Tolna dist., Hungary. Jews settled in the mid-19th cent., praying in a small synagogue until 1944, when they numbered 90. On 19 May, they were expelled to the Tolna ghetto. On 29 June, they were sent to Pecs, and then on 4 July deported to Au"
5479,"SZEGED Csongrad dist., Hungary. Jews first settled in 1781. The community became one of the largest and strongest in Hungary as residence and trade restrictions were lifted. In 1869 the J. pop. was 3,628 and 6,903 (6% of the total) in 1910. In 1869, "
5480,"SZEGHALOM Bekes dist., Hungary. Jews from Devavanya settled in the first half of the 19th cent., forming a Neologist congregation in 1869 and opening a synagogue and school in 1889. The J. pop. was 343 (4% of the total) in 1890 and 220 in 1930. On 26"
5481,"SZEGI Zemplen dist., Hungary. The J. pop. was 72 in 1930. At the end of May 1944, the Jews were deported to Auschwitz via Satoraljaujhely."
5482,"SZEGVAR Csongrad dist., Hungary. The J. pop. was 63 in 1930. Between 23 and 28 June 1944, the Jews were deported to Auschwitz via Mindszent."
5483,"SZEKESFEHERVAR Feyjer dist., Hungary. Jews arrived in the 13th cent., forming a prosperous community augmented by Jews from Turkey and Buda during the Ottoman period (1544-1688). Expelled with the Turks, Jews only settled again in 1840, reaching a po"
5484,"SZEKSZARD Tolna dist., Hungary. Jews settled in the first half of the 19th cent. and formed a Neologist congregation in 1869. A J. school was opened in 1853. S had a high percentage of mixed marriages. Local Jews were severely victimized in the White"
5485,"SZELKOW NOWY Warsaw dist., Poland. The J. pop. in 1921 was 107 (total 408). The Jews were expelled by the Germans to the Makow Mazowieckie ghetto in Sept. 1940, sharing the fate of the other Jews there."
5486,"SZENDRO Borsod dist., Hungary. Under Count Csaky's patronage Jews from Germany settled in the late 18th cent. to take over local trade. A synagogue was established in 1780. R. Binyamin Ze'ev Tannenbaum officiated in 1820-47 and founded a popular yesh"
5487,"SZENTENDRE Pest-Pilis-Solt-Kiskun dist., Hungary. Jews arrived with the Romans in the third cent. The modern community was founded in the early 19th cent. Jews engaged mostly in the marketing of local fruit. A synagogue was established in 1850 and a "
5488,"SZENTES Csongrad dist., Hungary. Twenty J. families settled in 1742. A J. school was opened in 1841 and a Neologist congregation was formed in 1869, when the J. pop. reached 919. The community displayed strong assimilationist tendencies. In 1944, 450"
5489,"SZENTGAL Veszprem dist., Hungary. Jews were present by 1735 and numbered 88 in 1930. A synagogue was established in 1897. No further details are available."
5490,"SZENTGOTTHARD Vas dist., Hungary. A few families were present throughout most of the 18th and 19th cents. A J. school was established in 1904. The J. pop. numbered 178 in 1930. In mid-June 1944, the Jews were expelled to Szombathely and in early July"
5491,"SZENTLORINC Baranya dist., Hungary. Jews settled in the late 18th cent., numbering 42 in 1880 and 210 in 1929. In June 1944, they were expelled to Pecs and from there deported to Auschwitz."
5492,"SZERENCS Zemplen dist., Hungary. In 1770, 215 Jews were present in S. and environs. In the 19th cent., the Jews became prominent as wine merchants. They numbered 407 in 1880 and 955 in 1930. In early June 1944, they were confined to the Miskolc ghett"
5493,"SZERESZOW Polesie dist., Poland, today Belarus. Jews are first recorded in 1583. In the first half of the 19th cent. some engaged in smuggling as S. beJewish family store, Szerencs, Hungary came a border town between Russia and Poland. Many J. mercha"
5494,"SZIGETVAR Somogy dist., Hungary. Jews were present in the 17th cent., erecting synagogues in 1821 and 1857 and forming a Neologist congregation in 1869. A J. school was opened in 1879. In 1898, R. Mendel converted to Christianity and paralyzed the S."
5495,"SZIKSZO Abauj-Torna dist., Hungary. Jews are mentioned in 1702. R. Shemuel ben David Ehrenfeld (1868-74) and his grandson R. Shaul Ehrenfeld (c. 1875-1905) attracted students from all over Hungary to the local yeshiva. A splendid synagogue was consec"
5496,"SZIL Sopron dist., Hungary. Jews settled in 1784 and numbered 50 in 1944. On 5 July 1944, they were deported to Auschwitz after being detained in Csorna and Sopron."
5497,"SZOB Hont dist., Hungary. Jews settled after 1840 and numbered 100 in 1930. A synagogue was established in 1922. In late June 1944, the Jews were deported to Auschwitz after being detained in Vamosmikola and Ipolysag."
5498,"SZOLNOK Jasz-Nagykun-Szolnok dist., Hungary. Jews settled after 1840, erecting a synagogue in 1858 and forming a Neologist congregation in 1869. A J. public school was opened in 1855, reaching an enrollment of 179 in 1927-28. The J. pop. rose from 1,"
5499,"SZOMBATHELY Vas dist., Hungary. Jews settled after 1840, founding a J. school in 1846 and consecrating a Great Synagogue in 1880, when the J. pop. reached 1,678 (13% of the total). Zionist sentiment was strong from the start. In 1869, Yehoshua Stampf"
5500,"SZRENSK Warsaw dist., Poland. The J. settlement was one of the oldest in the Masovia region, originating in the late 17th cent. An organized community existed from the 1820s, growing to 865 (total 1,750) in 1857 but then declining through emigration "
5501,"SZUBIN Poznan dist., Poland. Jews settled in the first half of the 18th cent. The community developed after the Prussian annexation in 1772. A synagogue and elementary school were opened and the J. pop. grew to an 1873 peak of 418 (about 12% of the t"
5502,"SZUMOWO NOWE Bialystok dist., Poland. Jews were present in the early 19th cent. and numbered 125 (total 364) in 1921. Eight hundred Jews from S. and the neighborhood were shot in Aug. 1941 in the nearby forest. All the rest were sent to the Zambrow t"
5503,"SZUMSK Volhynia dist., Poland, today Ukraine. Jews were present from the first half of the 18th cent. In 1745 a Jew relocated his brickyard in the area and built a beit midrash, bath house, and stores for rental to other Jews in the town. In 1897 the"
5504,"SZYDLOW Kielce dist., Poland. Jews are first mentioned in 1494 and from 1663 were living under a royal privilege as merchants trading mainly in grain, lumber, and hides. Numbering about 100, they built one of the most magnificent synagogues in Poland"
5505,"SZYDLOWIEC Kielce dist., Poland. When exactly the Jews settled in S. is unclear, but in 1663 they were living under a royal privilege. By the 1770s they comprised 90% of the pop. In the early 19th cent., S. became an important center of Hasidism. R. "
5506,"TAB Somogy dist., Hungary. Jews arrived in the early 18th cent. A J. public school was opened in 1862 and a synagogue in 1897. The J. pop. was 646 in 1869 and 495 in 1941. After the Germans arrived in spring 1944, the Jews were confined in a ghetto. "
5507,"TABOR Bohemia, Czechoslovakia. Jews are first mentioned in 1548. A community was founded in 1621 and a synagogue was erected in the late 1630s. In the 17th cent., Jews traded in wool, hides, salt, meat, and cheese and in the 18th cent. they were empl"
5508,"TACHOV Bohemia (Sudetenland), Czechoslovakia. Jews were apparently present in the 13th cent. After the 1848 revolution, they played leading roles in establishing the wood and glass industries in T. A wellknown yeshiva was maintained in T. in the 18th"
5509,"TACOVO (Hung. Tecso; Yid. Tetsch) Carpatho-Russia, Czechoslovakia, today Ukraine. Eight Jews were living in T. in 1728. After abandoning the town, Jews apparently returned in the 1820s, numbering nine in 1830 and 350 (total 3,524) in 1880. In the mid"
5510,"TAGANROG Rostov dist., Russia. Jews are first mentioned in the first half of the 19th cent. In 1897, their pop. was 2,960 (total 50,000). The old synagogue in the city was erected in the late 1860s or early 1870s. In the early 20th cent., the communi"
5511,"TAJURA (also Tadjoura) Tripolitania dist., Libya. Little is known of the medieval community. The small modern community dates from the mid-19th cent. Unlike other Jews in the Tripoli and coastal area, most Jews in T. engaged in farming, mainly growin"
