id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
5342,STRAUBING,Lower Bavaria,Germany,,first_mention,12XX,Jews traded in the town in the 13th cent.,[],"[{'event': 'massacre', 'year': '1338-09', 'impact': 'all Jews murdered', 'source': 'The Jews were all murdered in Sept. 1338'}]",
5343,STRAUSBERG,Brandenburg,Germany,,jews_present,12XX,Jews were living in S. in the 13th and 14th cents.,[],[],
5344,STRAZ,Bohemia,Czechoslovakia,,first_mention,1331,Jews are mentioned in 1331,[],"[{'event': 'fire', 'year': '1867', 'impact': 'devastating; new synagogue built in 1882', 'source': 'A new synagogue was built in 1882 after a devastating fire in 1867'}]",
5345,STRAZNICE,Moravia,Czechoslovakia,,first_mention,1490,Jews are mentioned in 1490,[],[],
5346,STREDA NAD BODROGOM,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,The J. pop. was 127 in 1930 and 115 in 1941,[],[],
5347,STREDNI APSA,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17EX,Jews apparently arrived in the early 18th cent.,"[{'lang': 'hun', 'name': 'Kozepapsa'}, {'lang': 'yid', 'name': 'Mitl Apsa'}]",[],
5348,STREHLEN,Lower Silesia,Germany,Poland,jews_present,13LX,Jews were present by the end of the 14th cent.,"[{'lang': 'pol', 'name': 'Strzelin'}]",[],
5349,STRELNA,Leningrad,Russia,,POP,,The J. pop. was 41 in 1926 and 319 in 1939,[],[],
5350,STRENCI,Livonia,Latvia,,jews_arrived,19LX,Jews arrived between the World Wars,"[{'lang': 'ger', 'name': 'Stackeln'}]",[],
5351,STRESHIN,Gomel,Belorussia,,POP,,"The J. pop. was 113 in 1789 and 1,179 in 1897",[],[],
5352,STRIBRO,Bohemia,Czechoslovakia,,jews_present,14XX,Jews were present in the Middle Ages,[],[],(Sudetenland) removed from region per rule
5353,STRIEGAU,Lower Silesia,Germany,Poland,jews_present,13LX,Jews lived in S. before 1350,"[{'lang': 'pol', 'name': 'Strzegom'}]","[{'event': 'riot massacre', 'year': '1410', 'impact': '73 Jews beaten to death', 'source': 'In 1410, local rioters beat 73 Jews to death'}, {'event': 'expulsion', 'year': '1454', 'impact': 'all Jews expelled; Great Synagogue destroyed', 'source': 'In 1454, all the Jews were expelled and the Great Synagogue...'}]",
5354,STRIJEN,Zuid-Holland,Holland,,community_founded,18XX,A community was formed in the 19th cent.,[],[],
5355,STROMIEC-ZAGAJNIK,Kielce,Poland,,first_mention,19LX,Jews are first mentioned in the late 19th cent.,[],[],
5356,STROPKOV,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,16LX,Jews were present in the late 17th cent.,[],"[{'event': 'expulsion', 'year': '1700', 'impact': 'Jews expelled', 'source': 'present in the late 17th cent. and expelled in 1700'}]",
5357,STRUEMPFELBRUNN,Baden,Germany,,first_mention,1757,Jews are first mentioned in 1757,[],[],
5358,STRUNA,Vitebsk,Belorussia,,community_founded,19LX,S. was founded as a farm settlement,[],[],
5359,STRUSOW,Tarnopol,Poland,,first_mention,1624,Jews are first mentioned in 1624,[],[],
5360,STRYJ,Stanislawow,Poland,,POP,,entry truncated; no presence timing,"[{'lang': 'yid', 'name': 'Stry'}]",[],
5361,STRYAS,,Ukraine,,first_mention,1563,Jews are first mentioned in 1563,[],"[{'event': 'synagogue built', 'year': '1689', 'impact': 'synagogue within the city', 'source': 'In 1689 a synagogue was built within the city'}]",
5362,STRYKOW,Lodz,Poland,,jews_arrived,16LX,J. wool traders settled in the late 17th cent.,[],[],
5363,STRYZHAVKA,Vinnitsa,Ukraine,,POP,,Jews numbered 272 in 1765 and 795 in 1897,[],"[{'event': 'pogrom', 'year': '1918', 'impact': 'entire families wiped out', 'source': 'Entire families were wiped out in a pogrom in summer 1918'}]",
5364,STRZEGOWO,Warsaw,Poland,,jews_arrived,19LX,Jews settled in the late 19th cent.,[],[],
5365,STRZELISKA NOWE,Lwow,Poland,Ukraine,jews_arrived,16LX,Jews apparently arrived in the second half of the 17th cent.,[],"[{'event': 'fire', 'year': '1913', 'impact': 'community affected by fire', 'source': 'A fire in 1913'}]",
5366,STRZELNO,Poznan,Poland,,jews_arrived,1772,Jews first settled after the annexation to Prussia in 1772,[],"[{'event': 'community_organized', 'year': '19EX', 'impact': 'community organized', 'source': 'with a community organized in the early 19th cent.'}]",
5367,STRZELSK,Volhynia,Poland,Ukraine,POP,,community of about 30 families,[],[],
5368,STRZEMIESZYCE WIELKIE,Kielce,Poland,,jews_arrived,18LX,Jews first settled in the late 19th cent.,[],[],
5369,STRZYLKI,Lwow,Poland,Ukraine,POP,,The J. pop. in 1921 was 242,[],[],
5370,STRZYZOW,Lwow,Poland,,jews_present,14LX,Jews were present from the late 15th cent.,[],[],
5371,STUBNIANSKE TEPLICE,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18LX,Jews settled in the late 19th cent.,"[{'lang': 'hun', 'name': 'Stubnyafurdo'}]",[],
5372,STUDENETS,Mogilev,Belorussia,,POP,,Jews numbered 179 (11% of the total) in 1880,[],[],
5373,STUDENITSA,Kamenets-Podolski,Ukraine,,jews_arrived,16XX,Jews probably settled in the 17th cent.,[],"[{'event': 'Cossack attack', 'year': '1703', 'impact': 'community attacked', 'source': 'In 1703, Cossacks attacked them.'}]",
5374,STUHM,East Prussia,Germany,Poland,jews_present,17XX,A J. cemetery ... indicates the presence of Jews there in the 18th cent.,"[{'lang': 'pol', 'name': 'Sztum'}]",[],
5375,STULPICANI,Bukovina,Rumania,,POP,,The Jews numbered 609 in 1910,[],[],
5376,STUPAVA,Slovakia,Czechoslovakia,Republic of Slovakia,first_mention,1600,Jews are mentioned in 1600,"[{'lang': 'hun', 'name': 'Stomfa'}]",[],
5377,STUTTGART,Wuerttemberg,Germany,,community_present,12EX,A small J. community was in existence 1n the early 13th cent.,[],[],
5378,STUTTGART-BAD CANSTATT,Wuerttemberg,Germany,,jews_arrived,1826,The J. settlement commenced in 1826,[],[],
5379,SUBACIUS,Panevezys,Lithuania,,jews_present,19XX,Jews lived in S. in the 19th cent.,"[{'lang': 'yid', 'name': 'Subotch'}]",[],
5380,SUBATA,Zemgale,Latvia,,community_present,19EX,A J. community existed in the early 19th cent.,"[{'lang': 'yid', 'name': 'Shubitz'}, {'lang': 'yid', 'name': 'Subitz'}]",[],
5381,SUBOTICA,Vojvodina,Yugoslavia,,first_mention,1743,The first records of a J. presence date back to 1743,"[{'lang': 'hun', 'name': 'Szabadka'}]",[],
5382,SUCANY,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,17EX,Jews were apparently present in the early 18th cent.,[],[],
5383,SUCEAVA,Bukovina,Rumania,,jews_arrived,14XX,Jews first settled in the 15th cent.,"[{'lang': 'yid', 'name': 'Shutz'}]",[],
5384,SUCHA,Cracow,Poland,,community_present,18LX,community began to consolidate after 1860,[],[],
5385,SUCHA BRONKA,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18EX,settlement began in the early 19th cent.,"[{'lang': 'hun', 'name': 'Szuhabaranka'}]",[],
5386,SUCHEDNIOW,Kielce,Poland,,jews_arrived,18LX,Jews settled in the late 19th cent.,[],[],
5387,SUCHOSTAW,Tarnopol,Poland,Ukraine,community_present,18LX,community grew to 614 in 1880,[],[],
5388,SUCHOWOLA,Bialystok,Poland,,jews_arrived,16XX,Jews first arrived in the 17th cent.,[],"[{'event': 'Royal privileges', 'year': '1698', 'impact': 'right to set up stalls and build houses', 'source': 'in 1698 were accorded the right ... by King Augustus the Saxon'}]",
5389,SUDAK,Crimea,Russia,Ukraine,community_present,09XX,A J. community existed in the tenth cent.,[],[],Modern community probably founded late 19th cent.
5390,SUDARGAS,Seinai,Lithuania,,jews_arrived,18EX,first settled here at the turn of the 19th cent.,"[{'lang': 'yid', 'name': 'Sudarg'}]",[],
5391,SUDILKOV,Kamenets-Podolski,Ukraine,,jews_arrived,16XX,Jews settled in the 17th cent.,[],"[{'event': 'Cossack attacks', 'year': '1705–1706', 'impact': 'victimized', 'source': 'In 1705-06 they were victimized in Cossack attacks'}, {'event': 'Pogroms', 'year': '', 'impact': '', 'source': 'Pogroms were'}]",
5392,SUDZHA,Kursk,Russia,,jews_arrived,19LX,probably settled in the early 20th cent.,[],[],
5393,SUECHTELN,Rhineland,Germany,,jews_present,17EX,A protected J. family was present in 1663,[],[],
5394,SUFLION,Thrace,Greece,,jews_present,20EX,A small number of Jews lived in S. in the early 20th cent.,[],[],
5395,SUGENHEIM,Middle Franconia,Germany,,jews_present,16EX,Jews are known from the early 17th cent.,[],[],Synagogue built in 1756; Judengasse noted.
5396,SUHL,Saxony,Germany,,first_mention,1315,Evidence of Jews in S. dates from 1315,[],"[{'event': 'Expulsions', 'year': '', 'impact': 'settlement repeatedly expelled, later renewed', 'source': 'In spite of several expulsions, J. settlement was continuously renewed'}]",
5397,SUKHARI,Mogilev,Belorussia,,community_present,19XX,An organized community with a beit midrash existed in the 19th cent.,[],[],
5398,SUKHINICHI,Smolensk,Russia,,jews_arrived,18LX,probably settled in the late 19th cent.,[],[],
5399,SULEJOW,Lodz,Poland,,jews_arrived,18EX,Jews were not permitted to live in S. until the early 19th cent.,"[{'lang': 'yid', 'name': 'Silow'}]",[],
5400,SULINGEN,Hanover,Germany,,POP,,The community numbered 18 in 1814 and grew to 78 in 1871,[],[],
5401,SULITA (I),Bukovina,Rumania,,POP,,"In 1941, the J. community, numbering some 30 families",[],[],
5402,SULITA (II),Moldavia,Rumania,Republic of Moldova,community_present,1820,A J. community existed here in 1820,[],[],
5403,SULMIERZYCE,Lodz,Poland,,jews_present,1842,Thirteen J. families lived here in 1842,"[{'lang': 'yid', 'name': 'Silmarzitz'}]",[],
5404,SULZBACH,Saar,Germany,,POP,,The J. pop. was 31 in 1895 and 45 in 1927,[],[],
5405,SULZBACH-ROSENBERG,Upper Palatinate,Germany,,jews_arrived,12MX,Jews possibly arrived when the town was founded in the mid-13th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community destroyed', 'source': 'The community was destroyed in the Black Death persecutions of 1348-49'}]",
5406,SULZBUERG,Upper Palatinate,Germany,,jews_arrived,12LX,The first settlers were refugees from the Rindfleisch massacres of 1298,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'refugees founded settlement', 'source': 'first settlers were refugees from the Rindfleisch massacres of 1298'}]",
5407,SULZBURG,Baden,Germany,,jews_arrived,15EX,Jews arrived in the early 16th cent.,[],"[{'event': 'Expulsion', 'year': '1615', 'impact': 'Jews expelled with the rest of the region', 'source': 'were expelled in 1615 with the rest of the Jews of the region'}, {'event': 'Resettlement', 'year': '1716', 'impact': 'settlement renewed by four families', 'source': 'renewed in 1716 by four families expelled from Sw-'}]",
5408,SUMEG,Zala,Hungary,,first_mention,1699,Jews are mentioned in 1699,[],[],
5409,SUMPERK,Moravia,Czechoslovakia,,jews_present,14EX,Jews were probably present in the first half of the 15th cent.,[],"[{'event': 'Expulsion after plague', 'year': '1585', 'impact': 'Jews expelled', 'source': 'They were expelled in 1585 following an outbreak of the plague'}]",
5410,SUMY,Sumy,Ukraine,,jews_arrived,1858,began settling in 1858,[],[],
5411,SUPRASL,Bialystok,Poland,,jews_arrived,16LX,The first Jews settled in the late 17th cent.,[],[],
5412,SUPURUL DE JOS,N. Transylvania,Rumania,,jews_arrived,18LX,Jews settled in the late 19th cent.,"[{'lang': 'hun', 'name': 'Alsoszouor'}]",[],
5413,SURANY,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,16XX,Jews were apparently present in the 17th cent.,[],[],
5414,SURAZH (I),Bialystok,Poland,,first_mention,15XX,Jews first appeared in the 16th cent.,[],"[{'event': 'De non tolerandis Judaeis privilege', 'year': '17XX', 'impact': 'Jews excluded; community ceased', 'source': 'town secured a de non tolerandis Judaeis privilege in the 17th cent.'}]",
5415,SURAZH,Oriol,Russia,/Russia,jews_arrived,17LX,Jews probably settled in the late 18th cent.,[],[],
5416,SURAZHI,Vitebsk,Belorussia,/Belarus,jews_arrived,17LX,J. settlement ... commenced in the late 18th cent.,[],"[{'event': 'pogrom', 'year': '1905', 'impact': 'Jews attacked', 'source': 'In 1905, Jews were attacked in a pogrom.'}]",
5417,SURDUC,N. Transylvania,Rumania,/Romania,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
5418,SURTY,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18EX,Jews probably settled in the first half of the 18th cent.,[],[],
5419,SUSICE,Bohemia,Czechoslovakia,/Czech Republic,first_mention,1562,Jews are mentioned in 1562,[],"[{'event': 'ghettoization and badge', 'year': '1692', 'impact': 'forced to live in special quarter and wear distinctive signs', 'source': 'In 1692, the Jews were forced to live in a special quarter and wear distinctive'}]",
5420,SUVAINISKIS,Rokiskis,Lithuania,/Lithuania,jews_present,17LX,Jews lived here from the late 18th cent.,"[{'lang': 'yid', 'name': 'Suvainishok'}]",[],
5421,SUWALKI,Bialystok,Poland,/Poland,community_founded,19EX,The J. community originated in the beginning of the 19th cent.,[],[],
5422,SVALAVA,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,19EX,Jews probably settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Szolyva'}]",[],
5423,SVATOVO,Voroshilovgrad,Ukraine,/Ukraine,jews_arrived,20EX,Jews probably arrived in the early 20th cent.,[],[],
5424,SVATY BENADIK,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,Jews numbered over 100 in the 1880s,[],[],
5425,SVATY JUR,Slovakia,Czechoslovakia,Republic of Slovakia,first_mention,15XX,There is evidence of J. settlement in the Middle Ages,"[{'lang': 'hun', 'name': 'Szentgyorgy'}, {'lang': 'yid', 'name': 'Yergen'}]","[{'event': 'expulsion after blood libel', 'year': '1529', 'impact': 'Jews expelled', 'source': 'In 1529, the Jews were expelled following a blood'}]",
5426,SVATY KRIZ,Slovakia,Czechoslovakia,Republic of Slovakia,community_founded,18LX,forming an organized Neologist community in the 1880s,"[{'lang': 'hun', 'name': 'Garamszentkereszt'}]",[],
5427,SVEDASAI,Utena,Lithuania,/Lithuania,community_present,17XX,By the 18th cent. there existed an established J. community,"[{'lang': 'yid', 'name': 'Svadushtsh'}]",[],
5428,SVEKSNA,Taurage,Lithuania,/Lithuania,jews_arrived,16XX,Jews first settled in the 17th cent.,"[{'lang': 'yid', 'name': 'Shvekshne'}]",[],
5429,SVERDLOVKA,Dnepropetrovsk,Ukraine,/Ukraine,community_present,1934,a village with 115 J. families ... in 1934,[],[],
5430,SVERZHEN,Gomel,Belorussia,/Belarus,POP,,The J. pop. was 405 in 1847 and 635 in 1897,[],[],
5431,SVETLA NAD SAZAVOU,Bohemia,Czechoslovakia,,jews_arrived,16LX,Jews probably settled at the turn of the 17th cent.,[],[],
5432,SVETLOVICHI,Gomel,Belorussia,,POP,,The J. pop. was 114 (total 717) in 1897.,[],[],
5433,SVIATSK,Oriol,Russia,,community_present,17LX,A J. community existed in the late 18th cent.,[],[],
5434,SVIERZEN-NOVY,Nowogrodek,Poland,Belarus,jews_present,16LX,Jews were probably present in small numbers in the second half of the 17th cent.,[],[],
5435,SVISLOCH,Mogilev,Belorussia,,jews_arrived,16XX,Jews settled in the 17th cent.,[],[],
5436,SVITAVY,Moravia,Czechoslovakia,,jews_arrived,19MX,Jews settled after 1848 when the residence ban was lifted.,[],[],
5437,SWARZENDZ,Poznan,Poland,,jews_arrived,16LX,invited to settle by the local nobility in the first half of the 17th cent.,[],[],
5438,SWIECIE,Pomerania,Poland,,community_founded,18XX,A community was organized in the 19th cent.,[],[],
5439,SWIENCIANY,Vilna,Poland,Lithuania,jews_arrived,15LX,settlement developed after the Lithuanian expulsions of 1496-1503,[],[],
5440,SWIENTA WOLA,Polesie,Poland,Belarus,POP,,The J. pop. in 1921 was 185 (total 615).,[],[],
5441,SWIERZE,Lublin,Poland,,first_mention,1550,Jews are first mentioned in 1550.,[],[],
5442,SWIETOCHLOWICE,Silesia,Poland,,POP,,Jews numbered 48 in 1861 ... and 100-115 in the early 20th cent.,[],[],
5443,SWINEMUENDE,Pomerania,Germany,Poland,community_present,18XX,A J. community developed in the 19th cent.,"[{'lang': 'pol', 'name': 'Świnoujście'}]",[],
5444,SWINIUCHY,Volhynia,Poland,Ukraine,first_mention,16LX,Jews are first recorded in the second half of the 16th cent.,[],[],
5445,SWIR,Vilna,Poland,Belarus,jews_present,17LX,Around 300 Jews were present in 1766.,[],[],
5446,SWIRZ,Tarnopol,Poland,Ukraine,first_mention,1563,Jews are first mentioned in 1563.,[],[],
5447,SWISLOCZ,Bialystok,Poland,,community_present,1713,An organized community existed by 1713,[],[],
5448,SYCHEVKA,Smolensk,Russia,,jews_arrived,18LX,Jews probably arrived in the late 19th cent.,[],[],
5449,SYKE,Hanover,Germany,,POP,1796,"Numbering 23 in 1796, the community grew",[],[],
5450,SYNOWODZKO-WYZNE,Stanislawow,Poland,Ukraine,jews_present,15LX,Jews were leasing land from the second half of the 16th cent.,[],[],
5451,SYRTE,Tripolitania,Libya,,community_founded,01LX,ancient J. settlement was apparently founded by exiles from Jerusalem after the destruction of the Second Temple,[],[],
5452,SZABADSZALLAS,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,1850,Jews were only allowed to settle in S. in 1850,[],[],
5453,SZABOLCSBAKA,Szabolcs,Hungary,,jews_arrived,17LX,Jews arrived in the late 18th cent.,[],[],
5454,SZACK,Volhynia,Poland,Ukraine,POP,,Jews numbered 238 in 1921,[],[],
5455,SZADEK,Lodz,Poland,,jews_arrived,17EX,Jews first settled in the early 18th cent.,[],[],
5456,SZAKOLY,Szabolcs,Hungary,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
5457,SZAMOSSALYI,Szatmar,Hungary,,jews_arrived,19LX,Jews were only allowed to settle in S. in the late 19th cent.,[],[],
5458,SZAMOSSZEG,Szatmar,Hungary,,jews_arrived,17LX,Jews probably settled in the late 18th cent.,[],[],
5459,SZAMOTULY,Poznan,Poland,,jews_arrived,1403,Jews first settled in 1403,[],"[{'event': 'Fire and depopulation', 'year': '1634', 'impact': 'Most left after quarter burned down', 'source': 'Most left after the J. quarter burned down in 1634'}, {'event': 'Community reestablished', 'year': '1714', 'impact': 'charter granted freedom of worship', 'source': 'reestablished in 1714 under a charter according freedom of worship'}]",
