line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
2635,BKV_SRT_DRNS,Bukovina,Sereth,Dornesti,,1774,1774,1774,1774,"J. traders settled in 1774. During WWI, Jews were evacuated with the rest of the pop. The J. pop. in 1930 was 84.In June 1941, the J. pop. was moved to Radauti and then deported to Transnistria.",,1700,
2636,BKV_SRT_SRT,Bukovina,Sereth,Siret,,15MX,1575,1550,1550,"A J. community existed in the mid-16th cent. In 1912-18, the mayor was a Jew and Jews were members of the municipal council. Most of the Jews engaged in commerce. Zionist activity began at the turn of the centur",,1500,MX
2637,BKV_STR_LJN,Bukovina,Storojinet,Lujeni,,17XX,1800,1700,1750,"Jews settled in the 18th cent. but maintained an independent community only from 1930. The J. pop. in 1930 was 374 (15% of the total). In June 1941, the Jews were driven across the border to Sniatyn",,1700,XX
2638,BKV_STR_IRDN,Bukovina,Storojinet,Iordanesti,,18LX,1900,1875,1875,"Jews settled in the late 19th cent. but belonged to the Storojineti community andhad no independent institutions. The J. pop. in 1930 was 99. In July 1941, the Jews were transferred to Storojineti and shar",,1800,LX
2639,BKV_STR_KRSN,Bukovina,Storojinet,Krasnoyilsk,,1820,1820,1820,1820,"Jews first settled in 1820 andengagedin thelumber industry. There was widespreadeducational activity for the children. The J. pop. in 1930 was 257. In 1941, the J. pop. was transferred to Ciudei and then force-marched t",,1800,
2640,BKV_STR_CHDY,Bukovina,Storojinet,Chudey,,1891,1891,1891,1891,"A J. community existed in 1891. The Jews engaged in trading lumber and cattle. The J. pop. in 1930 was 568. In June 1940, the Soviets destroyed the synagogue built in the mid-19th cent. On 4 Jul",,1800,
2641,BKV_STR_BNYL,Bukovina,Storojinet,Banyliv Pidhirnyi,,18EX,1850,1800,1825,"Jews first settled in the early 19th cent. The J. pop. in 1930 was 687. In July 1941, 15 Jews were murderedby the local pop. and theremainder were deported to Transnistria. About 50-60 returned after",,1800,EX
2642,BKV_STR_CHRS,Bukovina,Storojinet,Cheresh,,18LX,1900,1875,1875,"Jews lived here from the late 19th cent. The J. pop. in 1930 was 106. In 1941, the local Ukrainian pop. cruelly murdered almost all the Jews. The few survivors were deported to Transnistria.",,1800,LX
2643,BKV_STR_STRZ,Bukovina,Storojinet,Storozhynets,,18LX,1900,1875,1875,"A J. community was founded in the second half of the 19th cent. and numbered 1,601 in 1880 (a third of the total pop.) A yeshiva was opened, and in 1904 a high school was founded which closed in 1934. Dur",,1800,LX
2644,BKV_STR_ZHDV,Bukovina,Storojinet,Zhadova,,1890,1890,1890,1890,"A J. community existed here from 1890. The J. pop. in 1930 was 468 (24% of the total). On 6 July 1941, 543 Jews were force-marched to Storojineti and then moved from town to town until 96 Jews drowned while cro",,1800,
2645,BKV_STR_KBSH,Bukovina,Storojinet,Kabeshti,,1930,1930,1930,1930,"The J. pop. in 1930 was 120. On 5 July 1941, almost all the Jews weremurderedby the local pop. The few survivors were deported to Transnistria.",,1900,
2646,BKV_STR_KSTN,Bukovina,Storojinet,Kostintsy,,18LX,1900,1875,1875,"Jews settledin the late 19th cent. and engagedin commerce and agriculture.The J. pop. in 1930 was 274.In June 1941, 420 Jews were taken to an open field and shot.",,1800,LX
2647,BKV_STR_DRCH,Bukovina,Storojinet,Drachyntsi,,1930,1930,1930,1930,"The Jews were attached to the Stanestii community and had no independent institutions. The J. pop. in 1930 was 232. In July 1941, Rumanian soldiers murdered 120 Jews; theremainder were deportedto Transnistr",,1900,
2648,BKV_STR_HLYN,Bukovina,Storojinet,Hlynytsia,,18EX,1850,1800,1825,"Jews settled in the early 19th cent. Between the two World Wars, most Zionist parties were active. The J. pop. in 1930 was 140. In Oct. 1941, the Jews were deported to Transnistria; 15 families survived and e",,1800,EX
2649,BKV_SCZ_MRT,Bukovina,Suczawa,Maritei,,1930,1930,1930,1930,"The J. pop. in 1930 was 64, most engaged in agriculture and commerce. In 1941, the Jews were transferred to Suceava and then to Transnistria.",,1900,
2650,BKV_SCZ_BLCN,Bukovina,Suczawa,Balaceana,,18LX,1900,1875,1875,"Jews settled in thelate 19th cent.The J.pop. in 1930 was 134.Zionist activity took placein the interwar period. In Jan. 1941, the J. pop. left for Suceava and then was deported to Transnistria. Few survived.",,1800,LX
2651,BKV_SCZ_SCV,Bukovina,Suczawa,Suceava,,14XX,1500,1400,1450,Jews first settled in the 15th cent. A permanent community existed in the early 18th cent. Prince Mihai Sturza granted the Jews some 140 acres of his land in perpetuity and it remained J. property even be,,1400,XX
2652,BKV_SCZ_DRMN,Bukovina,Suczawa,Darmanesti,,1930,1930,1930,1930,The Jews were attached to the Suceava community and had no independent institutions. The J. pop. in 1930 was 92. In June 1941 the 23 Jews there were transferredto Suceava and in Oct. 1941 deported to Transnistna.,,1900,
2653,BKV_SCZ_PTRT,Bukovina,Suczawa,Petrauti,,1916,1916,1916,1916,A J. community existed in 1916. The J. pop. in 1930 was 56 families. The majority left in the 1930s because of antisemitism and in late 1941 the few remaining Jews were deported to Transnistria.,,1900,
2654,BKV_WZN_DKHT,Bukovina,Wiznitz,Dikhtinets,,1930,1930,1930,1930,"The local Jews became part of the Putila community. The J. pop. in 1930 was 56. In fall 1941, the Jews were deported to Transnistria. Eight families returned after the war.",,1900,
2655,BKV_WZN_TRCN,Bukovina,Wiznitz,Toraceni,,1930,1930,1930,1930,The J. pop. of 61 in 1930 was a branch of the Putila community. In June 1941 the J. pop. was deported to Transnistria. Few survived.,,1900,
2656,BKV_WZN_CRNH,Bukovina,Wiznitz,Ciornohuzi,,1933,1933,1933,1933,"The Jews belonged to the Vijnita community and had no independent institutions. The J. pop. in 1933 was 15 families. In June 1941, the local pop. murdered some Jews and the rest were deported to Transnistria",,1900,
2657,BKV_WZN_ISPS,Bukovina,Wiznitz,Ispas,,18LX,1900,1875,1875,"Jews settled in the late 19th cent.,most of them engagedin the cattle andproduce trade. The J. pop. in 1930 was 143. In June 1941, Jews were murdered by the local pop. The remainder were deported to Transnistria",,1800,LX
2658,BKV_WZN_BRHM,Bukovina,Wiznitz,Berehomet,,1804,1804,1804,1804,Jews first settledin 1804 and were instrumental in making B. the largest village in Bukovina. TheJ.pop. in 1930 was 979 (10% of thetotal). The majority of the J. pop. were members of Mizrachi. In Ma,,1800,
2659,BKV_WZN_SRHY,Bukovina,Wiznitz,Serhiyi,,18LX,1900,1875,1875,"Jews settled in the late 19th cent. and belonged to the Putila community. The J. pop. in 1930 was 204. In fall 1941, the J. pop. was deported to Transnistria. Only 18 families returned after the war.",,1800,LX
2660,BKV_WZN_PTYL,Bukovina,Wiznitz,Putyla,,18LX,1900,1875,1875,"Jews settled in the late 19th cent. Zionist activity began in 1920. The J. pop. in 1930 was 379. In June 1941, Ukrainians set fire to J. houses and synagogues and Jews fled to nearby villages. The rest were ma",,1800,LX
2661,BKV_WZN_YBLN,Bukovina,Wiznitz,Yablunytsya,,18LX,1900,1875,1875,"Jews settledin the late 19th cent. and engagedin agriculture and livestock trading. The J. pop. in 1930 was 72. In June 1941, the Jews were transferred to Radauti and in Oct. deported to Transnistria.",,1800,LX
2662,BKV_WZN_UST',Bukovina,Wiznitz,Ust' Putyla,,1930,1930,1930,1930,The Jews were attached to the Putilei community and had no independent institutions. The J. pop. in 1930 was 115. In 1941 all the Jews were deported to Transnistria. Few survived.,,1900,
2663,BKV_WZN_MYHV,Bukovina,Wiznitz,Myhove,,18LX,1900,1875,1875,Jews settled in the late 19th cent. and numbered 356 in 1880. Zionist activity began after WWI and many Jews emigrated to Palestine. The J. pop. in 1930 was 243. Antisemitism was rife in the 1930s. In June 194,,1800,LX
2664,BKV_WZN_RZTK,Bukovina,Wiznitz,Roztoky,,18LX,1900,1875,1875,"Jews first settled in the late 19th cent. In 1930 the J. pop. was 71. After war broke out between the USSR and Rumania in June 1941, many Jews from the vicinity fled to Russia. On 25 June 194",,1800,LX
2665,BKV_WZN_VYZH,Bukovina,Wiznitz,Vyzhenka,,1880,1880,1880,1880,"There were 339 Jews living in V. in 1880 (25% of the total) and 227 in 1930. In fall 1941, the J. pop. was deported to Transnistria. Few survived.",,1800,
2666,BKV_WZN_VYZH_2,Bukovina,Wiznitz,Vyzhnytsya,,17MX,1775,1750,1750,"A J. community existed in the mid-18th cent. In the late 19th cent., many Jews from Russia and Moldavia settled. Jews engaged in the lumber industry and were known for their bookbinding expertise. Under Austrian rule, most",,1700,MX
2667,BKV_WZN_MLYV,Bukovina,Wiznitz,Miliyeve,,18LX,1900,1875,1875,"Jews settled in the late 19th cent. The J. pop. in 1930 was 197. In June 1941, Ukrainian gangs murdered all the Jews.",,1800,LX
2668,BKV_WZN_BNYL,Bukovina,Wiznitz,Banyliv,,18LX,1900,1875,1875,"Jews first settled in the late 19th cent. The J.pop. in 1930 was 517.In June 1941,Rumanians and Germans murdered 263 Jews. The remainder were deported to Transnistria.",,1800,LX
2669,PRU_PMM_PYRT,Prussia,Pommern,Pyritz,,1481,1481,1481,1481,"Jews are first mentioned in P. in 1481. In the modern period a J. settlement of seven families existed in 1705. A cemetery was opened c. 1735, the first synagogue in 1794, and a second, larger o",,1400,
2670,PRU_PMM_STRG,Prussia,Pommern,Stargard Szczecinski,,1665,1665,1665,1665,"Jews were allowed to live and trade in S. after 1665, despite initial resistance from the local authorities. Toward the end of the 17th cent., a J. community developed and a cemet",,1600,
2671,PRU_PMM_NRNB,Prussia,Pommern,Noerenberg,,1717,1717,1717,1717,"In 1717, there were three J. families in N. In 1871 the community numbered 68 Jews. It maintained a synagogue and a cemetery. When the Nazis came to power in 1933, there were 33 Jews in the to",,1700,
2672,PRU_PMM_MSSW,Prussia,Pommern,Massow,,1705,1705,1705,1705,"Jews are mentioned in M. from 1705. The small community numbered 82 in 1849 and maintained a synagogue from 1830 and a cemetery. By 1907, the community, now reduced to 20 members, became affilia",,1700,
2673,PRU_PMM_PSWL,Prussia,Pommern,Pasewalk,,13EX,1350,1300,1325,"Evidence of a J. presence in P. dates from the first half of the 14th cent. and from 1466. In modern times, Jews are first mentioned in 1782. The J. pop. numbered 286 in 1855, dropping to 160 by the end of the cent. The c",,1300,EX
2674,PRU_PMM_LBS,Prussia,Pommern,Labes,,1705,1705,1705,1705,"The first Jews are mentioned in 1705. A J. community developed slowly and numbered 167 individuals in 1861, shrinking to 87 in 1909. It maintained a synagogue and a cemetery. When the Nazis came to",,1700,
2675,PRU_PMM_NGRD,Prussia,Pommern,Naugard,,1692,1692,1692,1692,"A Jew under a letter of protection (Schutzbrief) for N. is mentioned in 1692. In 1752, 54 Jews were living in N. and by 1871, the J. pop. numbered 147. The community maintained a synagogue, co",,1600,
2676,PRU_PMM_RGNW,Prussia,Pommern,Regenwalde,,1692,1692,1692,1692,"There is evidence from 1692 of a Jew receiving a letter of proctection (Schutzbrief) for R. By 1728, four J. families were living in the town and 15 in 1812. In 1840, the community numbered 11",,1600,
2677,PRU_PMM_WLLN,Prussia,Pommern,Wollin,,18XX,1900,1800,1850,"Jews only arrived in W. in the 19th cent. In 1812 the J. pop. was five; in 1849, 90; and in 1880, 141. The community maintained a synagogue and a cemetery. When the Nazis came to power in 1933, th",,1800,XX
2678,PRU_PMM_GRYF,Prussia,Pommern,Gryfice,,1692,1692,1692,1692,"A J. resident is mentioned in 1692, and in 1752 there was a J. settlement of seven families.In 1880, the community numbered146 members and maintained a synagogue and a cemetery. When the Na",,1600,
2679,PRU_PMM_RMML,Prussia,Pommern,Rummelsburg,,1728,1728,1728,1728,"A J. family in R. is first mentioned in 1728. By 1752, there were three families; in 1895, the Jews in R. numbered 240. The community set up two synagogues in 1818 and 1848 and a cemetery i",,1700,
2680,PRU_PMM_TRPT,Prussia,Pommern,Treptow An Der Rega,,1695,1695,1695,1695,"The first Jew to receive a letter of proctection for T. is mentioned in 1695. By 1764, the J. pop. numbered seven families and in 1880 it comprised 212 individuals. The community",,1600,
2681,PRU_PMM_GRFS,Prussia,Pommern,Greifswald,,12MX,1275,1250,1250,There 1s evidence of J. presence in G. as early as the middle of the 13th cent. and the first half of the 14th cent. The modern settlement developed in the 19th cent. and numbered11 Jews in 1816 and 167 in 1880.Original,,1200,MX
2682,PRU_PMM_STRL,Prussia,Pommern,Stralsund,,1282,1282,1282,1282,"Evidence of Jews in S. dates from 1282. The medieval community was expelled or murdered in the Black Death persecutions of 1348-49. In the 17th cent., several Jews were granted temporary permission to live and trade in t",,1200,
2683,PRU_PMM_SCHL,Prussia,Pommern,Schlawe,,1718,1718,1718,1718,"The first Jew settled in S. about 1718. In 1752 there were two J. families and 17 in 1812. In 1899, the community had 265 members and maintained a synagogue and a cemetery. When the Nazis came t",,1700,
2684,PRU_PMM_RGNW_2,Prussia,Pommern,Ruegenwalde,,1701,1701,1701,1701,"The first evidence of a Jew allowed to settle in R. dates from 1701. A J. community developed slowly, numbering 36 members in 1752 and 124 in 1849. It maintained a synagogue and a cemetery.",,1700,
2685,PRU_PMM_KCBR,Prussia,Pommern,Kocborowo,,17EX,1750,1700,1725,"A number of Jews were present in the early 18th cent., engaging in farming, crafts, leaseholding, and brokerage. In 1921, there were 126 after many arrived from Starogard. The Germans executed all the remaining Jews",,1700,EX
2686,PRU_SCH_LBN,Prussia,Schlesien,Lauban,,18MX,1875,1850,1850,"J. settlement began no earlier than the mid-19th cent. The J. pop. was 36 in 1925 and 26 on the eve of the Nazi era, when the community was attached to the Goerlitz congregation. In 1939, 19 J",,1800,MX
2687,PRU_SCH_SGN,Prussia,Schlesien,Sagan,,18EX,1850,1800,1825,"The Jews were expelled in 1462, only establishing a modern community in the early 19th cent., which numbered 170 in 1880. The community maintained a cemetery (opened in 1831) and a synagogue (f",,1800,EX
2688,PRU_SCH_SPRT,Prussia,Schlesien,Sprottau,,1380,1380,1380,1380,"There was a Street of the Jews in 1380 but after being expelled no Jews were present until the early 19th cent. In 1825, the J. pop. was 27, rising to 90 in 1852. The community maintaine",,1300,
2689,PRU_SCH_STRG,Prussia,Schlesien,Striegau,,13LX,1400,1375,1375,"Jews lived in S. before 1350. In 1410, local rioters beat 73 Jews to death. In 1454, all the Jews were expelled and the Great Synagogue was converted into a church. J. settlement was rene",,1300,LX
2690,PRU_SCH_SCHW,Prussia,Schlesien,Schweidnitz,,1285,1285,1285,1285,"Jews were present no later than 1285 and had the use of a cemetery. In 1372, a Street of the Jews and synagogue were in existence. The Jews were accused of desecration in 1453 and a",,1200,
2691,PRU_SCH_LDKZ,Prussia,Schlesien,Ladek Zdroj,,1843,1843,1843,1843,"Though Jews visited the local mineral baths, they only settled in 1843. Their number rose from eight in 1850 to 34 in 1906. The community maintained a prayer house and a cemetery fr",,1800,
2692,PRU_SCH_TRBN,Prussia,Schlesien,Trebnitz,,1346,1346,1346,1346,One Jew was present in 1346 and a Street of the Jews is mentioned in the late 14th cent. but an unbroken record of J. settlement exists only from the 19th cent. A synagogue was consecrated in 1830 and,,1300,
2693,PRU_SCH_STRH,Prussia,Schlesien,Strehlen,,13LX,1400,1375,1375,Jews were present by the end of the 14th cent. A synagogue is mentioned in 1439 and a Street of the Jews in 1441. Nothing more is heard about the Jews until the reestablishment of the com,,1300,LX
2694,PRU_SCH_MLTS,Prussia,Schlesien,Militsch,,18EX,1850,1800,1825,Individual Jews were present by the mid-17th cent. at the latest but the modern community was only founded in the early 19th cent. The J. pop. was 41 in 1811 and reached a peak of 197 in 18,,1800,EX
2695,PRU_SCH_OHL,Prussia,Schlesien,Ohlau,,1358,1358,1358,1358,Jews settled no later than 1358 but were apparently expelled in 1363 and did not return until the 17th cent. Their number rose from 21 in 1800 to 210 in 1861. A synagogue was consecrated next t,,1300,
2696,PRU_SCH_OPV,Prussia,Schlesien,Opava,,18MX,1875,1850,1850,"Jews are first mentioned in 1281 and were expelled a final time in 1523, returning only in the first half of the 19th cent. Their pop. was 134 in 1867; 1,127 in 1921; and 971 (total 11,627) in 1930. Zionis",,1800,MX
2697,PRU_SCH_LBSC,Prussia,Schlesien,Leobschuetz,,1360,1360,1360,1360,"J. settlement is known from 1360 and the existence of a J.-owned beer brewery from the mid-15th cent. In 1539, the Jews were expelled following a blood libel. Only in 1812 were they a",,1300,
2698,PRU_SCH_BLVC,Prussia,Schlesien,Bilovec,,18MX,1875,1850,1850,"Jews probably settled in the mid-19th cent., reaching a pop. of about 300 including surrounding settlements in 1921. In 1930, 64 were present in the town. After the annexation of the Sudetenland to the Third Reich in",,1800,MX
2699,PRU_SCH_KTSC,Prussia,Schlesien,Katscher,,1787,1787,1787,1787,"The J. pop. was 36 in 1787. The community established a synagogue in 1825 and a private J. school in 1845. It maintained a cemetery. In 1840, the J. pop. was 108, rising to a peak of 186 in",,1700,
2700,PRU_SCH_KNST,Prussia,Schlesien,Konstadt,,1787,1787,1787,1787,"The J. pop. was 86 in 1787 and 216 in 1867. The community maintained a synagogue and cemetery. In 1925, the J. pop. was 103, dropping to 80 in 1932. In the same year a handgrenade was thro",,1700,
2701,PRU_SCH_CSL,Prussia,Schlesien,Cosel,,1373,1373,1373,1373,"Small-scale J. settlement began in 1373. In 1563, J. settlement in C. and the surrounding area was banned. Only in the 18th cent. were Jews again permitted to settle. Their number rose from two",,1300,
2702,PRU_SCH_PTSC,Prussia,Schlesien,Pitschen,,1787,1787,1787,1787,"The J. pop. was 13 in 1787 and reached a peak of 105 in 1852. The community maintained a prayer house, cemetery, and J. educational facilities. In 1932, the J. pop. was 31. In the same yea",,1700,
2703,PRU_SCH_BHMN,Prussia,Schlesien,Bohumin,,1655,1655,1655,1655,"A J. soapmanufacturer and a J. distiller are mentioned in 1655. A synagogue was openedin 1900 and a community center in 1924. The community also maintained an elementary school. The J. pop. reached 801 (total 9,607) in",,1600,
2704,PRU_SCH_ORLV,Prussia,Schlesien,Orlova,,18LX,1900,1875,1875,"The late-19th cent. community erected Orthodox and Reform synagogues and was well integrated in local economic and social life. The Zionists were active after WWI. In 1930, the J. pop. was 394. In the wake of the Munic",,1800,LX
2705,PRU_SCH_KRVN,Prussia,Schlesien,Karvina,,18XX,1900,1800,1850,"Jews settled in this mining and industrial town in the 19th cent. as part of the Frystat community. They numbered about 2,000 in 1921 and 1,155 (total 52,284) in 1930. In Sept. 1938, K. was annexed to Poland. In fall",,1800,XX
2706,PRU_SCH_CSKY,Prussia,Schlesien,Cesky Tesin,,13LX,1400,1375,1375,"Jews are mentioned in the late 14th cent. and received residence rights in 1575. A synagogue was consecrated in 1838, replaced by a new one in 1874. The J. pop. grew from 259 in 1890 to 1,021",,1300,LX
2707,PRU_SCH_PSKR,Prussia,Schlesien,Peiskretscham,,13XX,1400,1300,1350,"J. settlement began in the 14th cent. under the protection of the Prince of Teschen. Jews earned their livelihoods as moneylenders, leaseholders, and petty traders. A synagogue and",,1300,XX
2708,PRU_SCH_TRNC,Prussia,Schlesien,Trinec,,18LX,1900,1875,1875,"Jews settled after 1848 following a long-standing ban on settlement. They never established an independent community but affiliated themselves with the Cesky Tesin congregation. In 1930, the J. pop. was 138. In Sept. 1",,1800,LX
2709,PRU_SCH_LNGN,Prussia,Schlesien,Langendorf,,1900,1900,1900,1900,"The J. pop. was 75 in 1900, dropping to 35 in 1906. The community maintained a prayer house but used the nearby Gleiwitz J. cemetery. In 1933, the J. pop. was 30. Nazi racial laws were",,1900,
2710,PRU_SCH_USTR,Prussia,Schlesien,Ustron,,1942,1942,1942,1942,"Never exceeding much more than a hundred Jews (total 4,000), the community was apparently expelled in the summer of 1942 and sent to Auschwitz and labor camps in Silesia.",,1900,
2711,PRU_SCH_RDSL,Prussia,Schlesien,Ruda Slaska,,18MX,1875,1850,1850,"Jews numbered fewer than a dozen families throughout the community's existence from the mid-19th cent. In 1942-45 a labor camp in nearby Stara Kuznia held 500 prisoners, mostly Jews. In Sept. 1944-Jan. 1945 another",,1800,MX
2712,PRU_SCH_BBRK,Prussia,Schlesien,Bobrek,,12XX,1300,1200,1250,Jews arrived in the 13th cent. They owned land and engaged in agriculture. The medieval community suffered from persecutionandrepeatedexpulsions. Under Swedish rule (1655-59) the community gr,,1200,XX
2713,PRU_SCH_CZCH,Prussia,Schlesien,Czechowice Dziedzice,,1900,1900,1900,1900,"Jews numbered 94 in 1900 (total 3,964) and 196 in 1921 (total 8,916).The 12 remainingJ. families wereprobably expelledby theGermansbetweenfall 1939andMay 1940 to General Gouvernement territory or Upper Silesia.",,1900,
2714,PRU_SCH_CZCH_2,Prussia,Schlesien,Czechowice Dziedzice,,1860,1860,1860,1860,"After the lifting of residence restrictions in 1860 under the Austrians, Jews settledand uncharacteristicallymaintaineda secular way of life. Only two of 50 J. stores closed on the Sabbath in the 1930s, when the J. po",,1800,
2715,PRU_SCH_CSZY,Prussia,Schlesien,Cieszyn,,13XX,1400,1300,1350,"Jews are known from the 14th cent., enjoying personal rights under a tolerated status. They earned their living as innkeepers and petty traders in textiles and haberdashery. The J. pop. reached 1,313 (total 15,220) in",,1300,XX
2716,PRU_SCH_SKCZ,Prussia,Schlesien,Skoczow,,18LX,1890,1850,1875,"The small number of Jews who settled (266, or less than 10% of the total in 1890) were mostly well-to-do. They opened factories and in their liberal, assimilationist milieu regarded themselves in many instances as Germ",,1900,LX
2717,PRU_SCH_PSZC,Prussia,Schlesien,Pszczyna,,16XX,1700,1600,1650,"Jews from Bohemia first settled in the 17th cent. The community reached a peak pop. of 331 (total 3,154) in 1861 but dropped to around 20 families in 1918. The Germans captured P. in Sept. 1939, annexing it",,1600,XX
2718,PRU_SCH_RCBR,Prussia,Schlesien,Raciborz,,1367,1367,1367,1367,"Jews are first mentioned in 1367. They lived on their own street where a synagogue was located and earned their livelihoods from petty trade. They also engaged in moneylending, crafts, and the cattle tr",,1300,
2719,PRU_SCH_RYBN,Prussia,Schlesien,Rybnik,,18XX,1900,1800,1850,"The J. settlement began to develop in the 19th cent., numbering 380 in 1913 (total 11,656). About 30% left between the World Wars as R. passed to Polish rule. The J. pop. of 262 in 1931 was a target of unrelenting a",,1800,XX
2720,PRU_SCH_MYSL,Prussia,Schlesien,Myslowice,,16XX,1700,1600,1650,Jews first arrived in the 17th cent. In the 18th they ran inns and sold mead and alcoholic beverages. They also held the tobacco monopoly. Others dealt in cattle and sheep and in rabbit pelts. Despite antisemitic inci,,1600,XX
